,verse,text,category,pericope
333,Mark 8:34-9:1,"He called the multitude to himself with his disciples, and said to them,
“Whoever wants to come after me, let him deny himself, and take up his cross, and follow me.


For whoever wants to save his life will lose it; and whoever will lose his life for my sake and the sake of the Good News will save it.


For what does it profit a man, to gain the whole world, and forfeit his life?


For what will a man give in exchange for his life?


For whoever will be ashamed of me and of my words in this adulterous and sinful generation, the Son of Man also will be ashamed of him, when he comes in his Father’s glory, with the holy angels.”
He said to them,
“Most certainly I tell you, there are some standing here who will in no way taste death until they see God’s Kingdom come with power.”
",the-way-to-cross,“If Any Man would Come after Me”
334,Luke 9:23-27,"He said to all,
“If anyone desires to come after me, let him deny himself, take up his cross,
and follow me.


For whoever desires to save his life will lose it, but whoever will lose his life for my sake, the same will save it.


For what does it profit a man if he gains the whole world, and loses or forfeits his own self?


For whoever will be ashamed of me and of my words, of him will the Son of Man be ashamed, when he comes in his glory, and the glory of the Father, and of the holy angels.


But I tell you the truth: There are some of those who stand here, who will in no way taste of death, until they see God’s Kingdom.”

",the-way-to-cross,“If Any Man would Come after Me”
335,Matthew 17:1-9,"After six days, Jesus took with him Peter, James, and John his brother, and brought them up into a high mountain by themselves.
He was transfigured before them. His face shone like the sun, and his garments became as white as the light.
Behold, Moses and Elijah appeared to them talking with him.
Peter answered, and said to Jesus, “Lord, it is good for us to be here. If you want, let’s make three tents here: one for you, one for Moses, and one for Elijah.”
While he was still speaking, behold, a bright cloud overshadowed them. Behold, a voice came out of the cloud, saying, “This is my beloved Son, in whom I am well pleased. Listen to him.”
When the disciples heard it, they fell on their faces, and were very afraid.
Jesus came and touched them and said,
“Get up, and don’t be afraid.”

Lifting up their eyes, they saw no one, except Jesus alone.
As they were coming down from the mountain, Jesus commanded them, saying,
“Don’t tell anyone what you saw, until the Son of Man has risen from the dead.”
",the-way-to-cross,The Transfiguration
336,Mark 9:2-10,"After six days Jesus took with him Peter, James, and John, and brought them up onto a high mountain privately by themselves, and he was changed into another form in front of them.
His clothing became glistening, exceedingly white, like snow, such as no launderer on earth can whiten them.
Elijah and Moses appeared to them, and they were talking with Jesus.
Peter answered Jesus, “Rabbi, it is good for us to be here. Let’s make three tents: one for you, one for Moses, and one for Elijah.”
For he didn’t know what to say, for they were very afraid.
A cloud came, overshadowing them, and a voice came out of the cloud, “This is my beloved Son. Listen to him.”
Suddenly looking around, they saw no one with them any more, except Jesus only.
As they were coming down from the mountain, he commanded them that they should tell no one what things they had seen, until after the Son of Man had risen from the dead.
They kept this saying to themselves, questioning what the “rising from the dead” meant.
",the-way-to-cross,The Transfiguration
337,Luke 9:28-36,"About eight days after these sayings, he took with him Peter, John, and James, and went up onto the mountain to pray.
As he was praying, the appearance of his face was altered, and his clothing became white and dazzling.
Behold, two men were talking with him, who were Moses and Elijah,
who appeared in glory, and spoke of his departure, which he was about to accomplish at Jerusalem.
Now Peter and those who were with him were heavy with sleep, but when they were fully awake, they saw his glory, and the two men who stood with him.
As they were parting from him, Peter said to Jesus, “Master, it is good for us to be here. Let’s make three tents: one for you, and one for Moses, and one for Elijah,” not knowing what he said.
While he said these things, a cloud came and overshadowed them, and they were afraid as they entered into the cloud.
A voice came out of the cloud, saying, “This is my beloved Son. Listen to him!”
When the voice came, Jesus was found alone. They were silent, and told no one in those days any of the things which they had seen.
",the-way-to-cross,The Transfiguration
338,Matthew 17:10-13,"His disciples asked him, saying, “Then why do the scribes say that Elijah must come first?”
Jesus answered them,
“Elijah indeed comes first, and will restore all things,


but I tell you that Elijah has come already, and they didn’t recognize him, but did to him whatever they wanted to. Even so the Son of Man will also suffer by them.”
Then the disciples understood that he spoke to them of John the Baptizer.
",the-way-to-cross,The Coming of Elijah
339,Mark 9:11-13,"They asked him, saying, “Why do the scribes say that Elijah must come first?”
He said to them,
“Elijah indeed comes first, and restores all things. How is it written about the Son of Man, that he should suffer many things and be despised?


But I tell you that Elijah has come, and they have also done to him whatever they wanted to, even as it is written about him.”
",the-way-to-cross,The Coming of Elijah
340,Matthew 17:14-21,"When they came to the multitude, a man came to him, kneeling down to him, and saying,
“Lord, have mercy on my son, for he is epileptic, and suffers grievously; for he often falls into the fire, and often into the water.
So I brought him to your disciples, and they could not cure him.”
Jesus answered,
“Faithless and perverse generation! How long will I be with you? How long will I bear with you? Bring him here to me.”
Jesus rebuked him, the demon went out of him, and the boy was cured from that hour.
Then the disciples came to Jesus privately, and said, “Why weren’t we able to cast it out?”
He said to them,
“Because of your unbelief. For most certainly I tell you, if you have faith as a grain of mustard seed, you will tell this mountain, ‘Move from here to there,’ and it will move; and nothing will be impossible for you.


But this kind doesn’t go out except by prayer and fasting.”

",the-way-to-cross,Jesus Heals a Boy Possessed by a Spirit
341,Mark 9:14-29,"Coming to the disciples, he saw a great multitude around them, and scribes questioning them.
Immediately all the multitude, when they saw him, were greatly amazed, and running to him, greeted him.
He asked the scribes,
“What are you asking them?”
One of the multitude answered, “Teacher, I brought to you my son, who has a mute spirit;
and wherever it seizes him, it throws him down, and he foams at the mouth, and grinds his teeth, and wastes away. I asked your disciples to cast it out, and they weren’t able.”
He answered him,
“Unbelieving generation, how long shall I be with you? How long shall I bear with you? Bring him to me.”
They brought him to him, and when he saw him, immediately the spirit convulsed him, and he fell on the ground, wallowing and foaming at the mouth.
He asked his father,
“How long has it been since this has come to him?”
He said, “From childhood.
Often it has cast him both into the fire and into the water, to destroy him. But if you can do anything, have compassion on us, and help us.”
Jesus said to him,
“If you can believe, all things are possible to him who believes.”
Immediately the father of the child cried out with tears, “I believe. Help my unbelief!”
When Jesus saw that a multitude came running together, he rebuked the unclean spirit, saying to him,
“You mute and deaf spirit, I command you, come out of him, and never enter him again!”
After crying out and convulsing him greatly, it came out of him. The boy became like one dead; so much that most of them said, “He is dead.”
But Jesus took him by the hand, and raised him up; and he arose.
When he had come into the house, his disciples asked him privately, “Why couldn’t we cast it out?”
He said to them,
“This kind can come out by nothing, except by prayer and fasting.”
",the-way-to-cross,Jesus Heals a Boy Possessed by a Spirit
342,Luke 9:37-43,"On the next day, when they had come down from the mountain, a great multitude met him.
Behold, a man from the crowd called out, saying, “Teacher, I beg you to look at my son, for he is my only child.
Behold, a spirit takes him, he suddenly cries out, and it convulses him so that he foams, and it hardly departs from him, bruising him severely.
I begged your disciples to cast it out, and they couldn’t.”
Jesus answered,
“Faithless and perverse generation, how long shall I be with you and bear with you? Bring your son here.”
While he was still coming, the demon threw him down and convulsed him violently. But Jesus rebuked the unclean spirit, and healed the boy, and gave him back to his father.
They were all astonished at the majesty of God.
But while all were marveling at all the things which Jesus did, he said to his disciples,
",the-way-to-cross,Jesus Heals a Boy Possessed by a Spirit
343,Luke 17:6,"The Lord said,
“If you had faith like a grain of mustard seed, you would tell this sycamore tree, ‘Be uprooted, and be planted in the sea,’ and it would obey you.

",the-way-to-cross,Jesus Heals a Boy Possessed by a Spirit
344,Matthew 17:22-23,"While they were staying in Galilee, Jesus said to them,
“The Son of Man is about to be delivered up into the hands of men,


and they will kill him, and the third day he will be raised up.”

They were exceedingly sorry.
",the-way-to-cross,Jesus Foretells His Passion again
345,Mark 9:30-32,"They went out from there, and passed through Galilee. He didn’t want anyone to know it.
For he was teaching his disciples, and said to them,
“The Son of Man is being handed over to the hands of men, and they will kill him; and when he is killed, on the third day he will rise again.”
But they didn’t understand the saying, and were afraid to ask him.
",the-way-to-cross,Jesus Foretells His Passion again
346,Luke 9:43-45,"They were all astonished at the majesty of God.
But while all were marveling at all the things which Jesus did, he said to his disciples,

“Let these words sink into your ears, for the Son of Man will be delivered up into the hands of men.”
But they didn’t understand this saying. It was concealed from them, that they should not perceive it, and they were afraid to ask him about this saying.
",the-way-to-cross,Jesus Foretells His Passion again
347,Matthew 17:24-27,"When they had come to Capernaum, those who collected the didrachma coins came to Peter, and said, “Doesn’t your teacher pay the didrachma?”
He said, “Yes.”
When he came into the house, Jesus anticipated him, saying,
“What do you think, Simon? From whom do the kings of the earth receive toll or tribute? From their children, or from strangers?”
Peter said to him, “From strangers.”
Jesus said to him,
“Therefore the children are exempt.


But, lest we cause them to stumble, go to the sea, cast a hook, and take up the first fish that comes up. When you have opened its mouth, you will find a stater coin.
Take that, and give it to them for me and you.”
",the-way-to-cross,Payment of the Temple Tax
348,Matthew 18:1-5,"In that hour the disciples came to Jesus, saying, “Who then is greatest in the Kingdom of Heaven?”
Jesus called a little child to himself, and set him in the middle of them,
and said,
“Most certainly I tell you, unless you turn, and become as little children, you will in no way enter into the Kingdom of Heaven.


Whoever therefore humbles himself as this little child, the same is the greatest in the Kingdom of Heaven.


Whoever receives one such little child in my name receives me,

",the-way-to-cross,True Greatness
349,Mark 9:33-37,"He came to Capernaum, and when he was in the house he asked them,
“What were you arguing among yourselves on the way?”
But they were silent, for they had disputed one with another on the way about who was the greatest.
He sat down, and called the twelve; and he said to them,
“If any man wants to be first, he shall be last of all, and servant of all.”
He took a little child, and set him in the middle of them. Taking him in his arms, he said to them,

“Whoever receives one such little child in my name, receives me, and whoever receives me, doesn’t receive me, but him who sent me.”
",the-way-to-cross,True Greatness
350,Luke 9:46-48,"There arose an argument among them about which of them was the greatest.
Jesus, perceiving the reasoning of their hearts, took a little child, and set him by his side,
and said to them,
“Whoever receives this little child in my name receives me. Whoever receives me receives him who sent me. For whoever is least among you all, this one will be great.”
",the-way-to-cross,True Greatness
351,Matthew 10:42,"
Whoever gives one of these little ones just a cup of cold water to drink in the name of a disciple, most certainly I tell you he will in no way lose his reward.”
",the-way-to-cross,The Strange Exorcist
352,Mark 9:38-41,"John said to him, “Teacher, we saw someone who doesn’t follow us casting out demons in your name; and we forbade him, because he doesn’t follow us.”
But Jesus said,
“Don’t forbid him, for there is no one who will do a mighty work in my name, and be able quickly to speak evil of me.


For whoever is not against us is on our side.


For whoever will give you a cup of water to drink in my name, because you are Christ’s, most certainly I tell you, he will in no way lose his reward.

",the-way-to-cross,The Strange Exorcist
353,Luke 9:49-50,"John answered, “Master, we saw someone casting out demons in your name, and we forbade him, because he doesn’t follow with us.”
Jesus said to him,
“Don’t forbid him, for he who is not against us is for us.”
",the-way-to-cross,The Strange Exorcist
354,Matthew 18:6-9,"
but whoever causes one of these little ones who believe in me to stumble, it would be better for him that a huge millstone should be hung around his neck, and that he should be sunk in the depths of the sea.


“Woe to the world because of occasions of stumbling! For it must be that the occasions come, but woe to that person through whom the occasion comes!


If your hand or your foot causes you to stumble, cut it off, and cast it from you. It is better for you to enter into life maimed or crippled, rather than having two hands or two feet to be cast into the eternal fire.


If your eye causes you to stumble, pluck it out, and cast it from you. It is better for you to enter into life with one eye, rather than having two eyes to be cast into the Gehenna
of fire.

",the-way-to-cross,Warnings concerning Temptations
355,Mark 9:42-50,"
Whoever will cause one of these little ones who believe in me to stumble, it would be better for him if he were thrown into the sea with a millstone hung around his neck.


If your hand causes you to stumble, cut it off. It is better for you to enter into life maimed, rather than having your two hands to go into Gehenna,

into the unquenchable fire,


‘where their worm doesn’t die, and the fire is not quenched.’


If your foot causes you to stumble, cut it off. It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna,

into the fire that will never be quenched—

‘where their worm doesn’t die, and the fire is not quenched.’


If your eye causes you to stumble, cast it out. It is better for you to enter into God’s Kingdom with one eye, rather than having two eyes to be cast into the Gehenna
of fire,


‘where their worm doesn’t die, and the fire is not quenched.’


For everyone will be salted with fire, and every sacrifice will be seasoned with salt.


Salt is good, but if the salt has lost its saltiness, with what will you season it? Have salt in yourselves, and be at peace with one another.”

",the-way-to-cross,Warnings concerning Temptations
356,Luke 17:1-2,"He said to the disciples,
“It is impossible that no occasions of stumbling should come, but woe to him through whom they come!


It would be better for him if a millstone were hung around his neck, and he were thrown into the sea, rather than that he should cause one of these little ones to stumble.

",the-way-to-cross,Warnings concerning Temptations
357,Matthew 18:10-14,"
See that you don’t despise one of these little ones, for I tell you that in heaven their angels always see the face of my Father who is in heaven.


For the Son of Man came to save that which was lost.

“What do you think? If a man has one hundred sheep, and one of them goes astray, doesn’t he leave the ninety-nine, go to the mountains, and seek that which has gone astray?


If he finds it, most certainly I tell you, he rejoices over it more than over the ninety-nine which have not gone astray.


Even so it is not the will of your Father who is in heaven that one of these little ones should perish.
",the-way-to-cross,The Parable of the Lost Sheep
358,Luke 15:3-7,"He told them this parable.

“Which of you men, if you had one hundred sheep, and lost one of them, wouldn’t leave the ninety-nine in the wilderness, and go after the one that was lost, until he found it?


When he has found it, he carries it on his shoulders, rejoicing.


When he comes home, he calls together his friends and his neighbors, saying to them, ‘Rejoice with me, for I have found my sheep which was lost!’


I tell you that even so there will be more joy in heaven over one sinner who repents, than over ninety-nine righteous people who need no repentance.

",the-way-to-cross,The Parable of the Lost Sheep
359,Matthew 18:15-18,"
“If your brother sins against you, go, show him his fault between you and him alone. If he listens to you, you have gained back your brother.


But if he doesn’t listen, take one or two more with you, that at the mouth of two or three witnesses every word may be established.

If he refuses to listen to them, tell it to the assembly. If he refuses to hear the assembly also, let him be to you as a Gentile or a tax collector.


Most certainly I tell you, whatever things you bind on earth will have been bound in heaven, and whatever things you release on earth will have been released in heaven.

",the-way-to-cross,On Reproving One's Brother
360,Luke 17:3,"
Be careful. If your brother sins against you, rebuke him. If he repents, forgive him.

",the-way-to-cross,On Reproving One's Brother
361,John 20:23,"
If you forgive anyone’s sins, they have been forgiven them. If you retain anyone’s sins, they have been retained.”
",the-way-to-cross,On Reproving One's Brother
362,Matthew 18:19-20,"
Again, assuredly I tell you, that if two of you will agree on earth concerning anything that they will ask, it will be done for them by my Father who is in heaven.


For where two or three are gathered together in my name, there I am in the middle of them.”
",the-way-to-cross,“Where Two or Three are Gathered Together”
363,Matthew 18:21-22,"Then Peter came and said to him, “Lord, how often shall my brother sin against me, and I forgive him? Until seven times?”
Jesus said to him,
“I don’t tell you until seven times, but, until seventy times seven.

",the-way-to-cross,On Reconciliation
364,Luke 17:4,"
If he sins against you seven times in the day, and seven times returns, saying, ‘I repent,’ you shall forgive him.”
",the-way-to-cross,On Reconciliation
365,Matthew 18:23-35,"
Therefore the Kingdom of Heaven is like a certain king, who wanted to reconcile accounts with his servants.


When he had begun to reconcile, one was brought to him who owed him ten thousand talents.

But because he couldn’t pay, his lord commanded him to be sold, with his wife, his children, and all that he had, and payment to be made.


The servant therefore fell down and knelt before him, saying, ‘Lord, have patience with me, and I will repay you all!’


The lord of that servant, being moved with compassion, released him, and forgave him the debt.

“But that servant went out, and found one of his fellow servants, who owed him one hundred denarii,
and he grabbed him, and took him by the throat, saying, ‘Pay me what you owe!’

“So his fellow servant fell down at his feet and begged him, saying, ‘Have patience with me, and I will repay you!’


He would not, but went and cast him into prison, until he should pay back that which was due.


So when his fellow servants saw what was done, they were exceedingly sorry, and came and told their lord all that was done.


Then his lord called him in, and said to him, ‘You wicked servant! I forgave you all that debt, because you begged me.


Shouldn’t you also have had mercy on your fellow servant, even as I had mercy on you?’


His lord was angry, and delivered him to the tormentors, until he should pay all that was due to him.


So my heavenly Father will also do to you, if you don’t each forgive your brother from your hearts for his misdeeds.”
",the-way-to-cross,The Parable of the Unforgiving Servant
366,Matthew 19:1-2,"When Jesus had finished these words, he departed from Galilee, and came into the borders of Judea beyond the Jordan.
Great multitudes followed him, and he healed them there.
",ministry-in-judea;last-journey-to-jerusalem,Departure to Judea
367,Mark 10:1,"He arose from there and came into the borders of Judea and beyond the Jordan. Multitudes came together to him again. As he usually did, he was again teaching them.
",ministry-in-judea;last-journey-to-jerusalem,Departure to Judea
368,Luke 9:51,"It came to pass, when the days were near that he should be taken up, he intently set his face to go to Jerusalem,
",ministry-in-judea;last-journey-to-jerusalem,Departure to Judea
369,Luke 9:52-56,"and sent messengers before his face. They went, and entered into a village of the Samaritans, so as to prepare for him.
They didn’t receive him, because he was traveling with his face set towards Jerusalem.
When his disciples, James and John, saw this, they said, “Lord, do you want us to command fire to come down from the sky, and destroy them, just as Elijah did?”
But he turned and rebuked them,
“You don’t know of what kind of spirit you are.


For the Son of Man didn’t come to destroy men’s lives, but to save them.”
They went to another village.
",last-journey-to-jerusalem,Jesus is Rejected by Samaritans
370,Matthew 9:37-38,"Then he said to his disciples,
“The harvest indeed is plentiful, but the laborers are few.


Pray therefore that the Lord of the harvest will send out laborers into his harvest.”
",last-journey-to-jerusalem,Commissioning the Seventy
371,Matthew 10:7-16,"
As you go, preach, saying, ‘The Kingdom of Heaven is at hand!’


Heal the sick, cleanse the lepers,
and cast out demons. Freely you received, so freely give.


Don’t take any gold, silver, or brass in your money belts.


Take no bag for your journey, neither two coats, nor shoes, nor staff: for the laborer is worthy of his food.


Into whatever city or village you enter, find out who in it is worthy; and stay there until you go on.


As you enter into the household, greet it.


If the household is worthy, let your peace come on it, but if it isn’t worthy, let your peace return to you.


Whoever doesn’t receive you, nor hear your words, as you go out of that house or that city, shake the dust off your feet.


Most certainly I tell you, it will be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.

“Behold, I send you out as sheep among wolves. Therefore be wise as serpents, and harmless as doves.

",last-journey-to-jerusalem,Commissioning the Seventy
372,Luke 10:1-12,"Now after these things, the Lord also appointed seventy others, and sent them two by two ahead of him into every city and place, where he was about to come.
Then he said to them,
“The harvest is indeed plentiful, but the laborers are few. Pray therefore to the Lord of the harvest, that he may send out laborers into his harvest.


Go your ways. Behold, I send you out as lambs among wolves.


Carry no purse, nor wallet, nor sandals. Greet no one on the way.


Into whatever house you enter, first say, ‘Peace be to this house.’


If a son of peace is there, your peace will rest on him; but if not, it will return to you.


Remain in that same house, eating and drinking the things they give, for the laborer is worthy of his wages. Don’t go from house to house.


Into whatever city you enter, and they receive you, eat the things that are set before you.


Heal the sick who are therein, and tell them, ‘God’s Kingdom has come near to you.’


But into whatever city you enter, and they don’t receive you, go out into its streets and say,


‘Even the dust from your city that clings to us, we wipe off against you. Nevertheless know this, that God’s Kingdom has come near to you.’


I tell you, it will be more tolerable in that day for Sodom than for that city.
",last-journey-to-jerusalem,Commissioning the Seventy
373,Luke 10:13-15,"
“Woe to you, Chorazin! Woe to you, Bethsaida! For if the mighty works had been done in Tyre and Sidon which were done in you, they would have repented long ago, sitting in sackcloth and ashes.


But it will be more tolerable for Tyre and Sidon in the judgment than for you.


You, Capernaum, who are exalted to heaven, will be brought down to Hades.

",last-journey-to-jerusalem,Woes Pronounced on Galilaean Cities
374,Matthew 10:40,"
He who receives you receives me, and he who receives me receives him who sent me.

",last-journey-to-jerusalem;passion,Washing the Disciples' Feet
375,Luke 10:17-20,"The seventy returned with joy, saying, “Lord, even the demons are subject to us in your name!”
He said to them,
“I saw Satan having fallen like lightning from heaven.


Behold, I give you authority to tread on serpents and scorpions, and over all the power of the enemy. Nothing will in any way hurt you.


Nevertheless, don’t rejoice in this, that the spirits are subject to you, but rejoice that your names are written in heaven.”
",last-journey-to-jerusalem,The Return of the Seventy
376,Matthew 13:16-17,"
“But blessed are your eyes, for they see; and your ears, for they hear.


For most certainly I tell you that many prophets and righteous men desired to see the things which you see, and didn’t see them; and to hear the things which you hear, and didn’t hear them.
",last-journey-to-jerusalem,"Jesus' Thanksgiving to the Father, and the Blessedness of the Disciples"
377,Luke 10:21-24,"In that same hour Jesus rejoiced in the Holy Spirit, and said,
“I thank you, O Father, Lord of heaven and earth, that you have hidden these things from the wise and understanding, and revealed them to little children. Yes, Father, for so it was well-pleasing in your sight.”
Turning to the disciples, he said,
“All things have been delivered to me by my Father. No one knows who the Son is, except the Father, and who the Father is, except the Son, and he to whomever the Son desires to reveal him.”
Turning to the disciples, he said privately,
“Blessed are the eyes which see the things that you see,


for I tell you that many prophets and kings desired to see the things which you see, and didn’t see them, and to hear the things which you hear, and didn’t hear them.”
",last-journey-to-jerusalem,"Jesus' Thanksgiving to the Father, and the Blessedness of the Disciples"
378,Matthew 22:34-40,"But the Pharisees, when they heard that he had silenced the Sadducees, gathered themselves together.
One of them, a lawyer, asked him a question, testing him.
“Teacher, which is the greatest commandment in the law?”
Jesus said to him,
“‘You shall love the Lord your God with all your heart, with all your soul, and with all your mind.’

This is the first and great commandment.


A second likewise is this, ‘You shall love your neighbor as yourself.’

The whole law and the prophets depend on these two commandments.”

",last-journey-to-jerusalem;final-ministry-in-jerusalem,The Great Commandment
379,Mark 12:28-34,"One of the scribes came, and heard them questioning together. Knowing that he had answered them well, asked him, “Which commandment is the greatest of all?”
Jesus answered,
“The greatest is, ‘Hear, Israel, the Lord our God, the Lord is one:


you shall love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.’
This is the first commandment.


The second is like this, ‘You shall love your neighbor as yourself.’
There is no other commandment greater than these.”
The scribe said to him, “Truly, teacher, you have said well that he is one, and there is none other but he,
and to love him with all the heart, and with all the understanding, with all the soul, and with all the strength, and to love his neighbor as himself, is more important than all whole burnt offerings and sacrifices.”
When Jesus saw that he answered wisely, he said to him,
“You are not far from God’s Kingdom.”
No one dared ask him any question after that.
",last-journey-to-jerusalem;final-ministry-in-jerusalem,The Great Commandment
380,Luke 10:25-28,"Behold, a certain lawyer stood up and tested him, saying, “Teacher, what shall I do to inherit eternal life?”
He said to him,
“What is written in the law? How do you read it?”

He answered, “You shall love the Lord your God with all your heart, with all your soul, with all your strength, and with all your mind; and your neighbor as yourself.”
He said to him,
“You have answered correctly. Do this, and you will live.”
",last-journey-to-jerusalem;final-ministry-in-jerusalem,The Great Commandment
381,Luke 10:29-37,"But he, desiring to justify himself, asked Jesus, “Who is my neighbor?”
Jesus answered,
“A certain man was going down from Jerusalem to Jericho, and he fell among robbers, who both stripped him and beat him, and departed, leaving him half dead.


By chance a certain priest was going down that way. When he saw him, he passed by on the other side.


In the same way a Levite also, when he came to the place, and saw him, passed by on the other side.


But a certain Samaritan, as he traveled, came where he was. When he saw him, he was moved with compassion,


came to him, and bound up his wounds, pouring on oil and wine. He set him on his own animal, and brought him to an inn, and took care of him.


On the next day, when he departed, he took out two denarii, and gave them to the host, and said to him, ‘Take care of him. Whatever you spend beyond that, I will repay you when I return.’


Now which of these three do you think seemed to be a neighbor to him who fell among the robbers?”
He said, “He who showed mercy on him.”
Then Jesus said to him,
“Go and do likewise.”
",last-journey-to-jerusalem,The Parable of the Good Samaritan
382,Luke 10:38-42,"As they went on their way, he entered into a certain village, and a certain woman named Martha received him into her house.
She had a sister called Mary, who also sat at Jesus’ feet, and heard his word.
But Martha was distracted with much serving, and she came up to him, and said, “Lord, don’t you care that my sister left me to serve alone? Ask her therefore to help me.”
Jesus answered her,
“Martha, Martha, you are anxious and troubled about many things,


but one thing is needed. Mary has chosen the good part, which will not be taken away from her.”
",last-journey-to-jerusalem,Mary and Martha
383,Matthew 6:9-13,"
Pray like this: ‘Our Father in heaven, may your name be kept holy.


Let your Kingdom come. Let your will be done, as in heaven, so on earth.


Give us today our daily bread.


Forgive us our debts, as we also forgive our debtors.


Bring us not into temptation, but deliver us from the evil one. For yours is the Kingdom, the power, and the glory forever. Amen.’
",last-journey-to-jerusalem,The Lord's Prayer
384,Luke 11:5-8,"He said to them,
“Which of you, if you go to a friend at midnight, and tell him, ‘Friend, lend me three loaves of bread,


for a friend of mine has come to me from a journey, and I have nothing to set before him,’


and he from within will answer and say, ‘Don’t bother me. The door is now shut, and my children are with me in bed. I can’t get up and give it to you’?


I tell you, although he will not rise and give it to him because he is his friend, yet because of his persistence, he will get up and give him as many as he needs.
",last-journey-to-jerusalem,The Importunate Friend at Midnight
385,Luke 11:14-23,"He was casting out a demon, and it was mute. When the demon had gone out, the mute man spoke; and the multitudes marveled.
But some of them said, “He casts out demons by Beelzebul, the prince of the demons.”
Others, testing him, sought from him a sign from heaven.
But he, knowing their thoughts, said to them,
“Every kingdom divided against itself is brought to desolation. A house divided against itself falls.


If Satan also is divided against himself, how will his kingdom stand? For you say that I cast out demons by Beelzebul.


But if I cast out demons by Beelzebul, by whom do your children cast them out? Therefore will they be your judges.


But if I by God’s finger cast out demons, then God’s Kingdom has come to you.

“When the strong man, fully armed, guards his own dwelling, his goods are safe.


But when someone stronger attacks him and overcomes him, he takes from him his whole armor in which he trusted, and divides his plunder.


“He that is not with me is against me. He who doesn’t gather with me scatters.

",last-journey-to-jerusalem,The Beelzebub Controversy
386,Luke 11:27-28,"It came to pass, as he said these things, a certain woman out of the multitude lifted up her voice, and said to him, “Blessed is the womb that bore you, and the breasts which nursed you!”
But he said,
“On the contrary, blessed are those who hear the word of God, and keep it.”
",last-journey-to-jerusalem,True Blessedness
387,Luke 11:33,"
“No one, when he has lit a lamp, puts it in a cellar or under a basket, but on a stand, that those who come in may see the light.

",last-journey-to-jerusalem,Concerning Light
388,Matthew 15:1-9,"Then Pharisees and scribes came to Jesus from Jerusalem, saying,
“Why do your disciples disobey the tradition of the elders? For they don’t wash their hands when they eat bread.”
He answered them,
“Why do you also disobey the commandment of God because of your tradition?


For God commanded, ‘Honor your father and your mother,’
and, ‘He who speaks evil of father or mother, let him be put to death.’

But you say, ‘Whoever may tell his father or his mother, “Whatever help you might otherwise have gotten from me is a gift devoted to God,”


he shall not honor his father or mother.’ You have made the commandment of God void because of your tradition.


You hypocrites! Well did Isaiah prophesy of you, saying,

‘These people draw near to me with their mouth,
and honor me with their lips;
but their heart is far from me.

And in vain do they worship me,
teaching as doctrine rules made by men.’”
",last-journey-to-jerusalem,Discourses against the Pharisees and Lawyers
389,Mark 7:1-9,"Then the Pharisees and some of the scribes gathered together to him, having come from Jerusalem.
Now when they saw some of his disciples eating bread with defiled, that is unwashed, hands, they found fault.
(For the Pharisees and all the Jews, don’t eat unless they wash their hands and forearms, holding to the tradition of the elders.
They don’t eat when they come from the marketplace unless they bathe themselves, and there are many other things, which they have received to hold to: washings of cups, pitchers, bronze vessels, and couches.)
The Pharisees and the scribes asked him, “Why don’t your disciples walk according to the tradition of the elders, but eat their bread with unwashed hands?”
He answered them,
“Well did Isaiah prophesy of you hypocrites, as it is written,
‘This people honors me with their lips,
but their heart is far from me.

But they worship me in vain,
teaching as doctrines the commandments of men.’

“For you set aside the commandment of God, and hold tightly to the tradition of men—the washing of pitchers and cups, and you do many other such things.”
He said to them,
“Full well do you reject the commandment of God, that you may keep your tradition.

",last-journey-to-jerusalem,Discourses against the Pharisees and Lawyers
390,Luke 11:37-54,"Now as he spoke, a certain Pharisee asked him to dine with him. He went in, and sat at the table.
When the Pharisee saw it, he marveled that he had not first washed himself before dinner.
The Lord said to him,
“Now you Pharisees cleanse the outside of the cup and of the platter, but your inward part is full of extortion and wickedness.


You foolish ones, didn’t he who made the outside make the inside also?


But give for gifts to the needy those things which are within, and behold, all things will be clean to you.


But woe to you Pharisees! For you tithe mint and rue and every herb, but you bypass justice and God’s love. You ought to have done these, and not to have left the other undone.


Woe to you Pharisees! For you love the best seats in the synagogues, and the greetings in the marketplaces.


Woe to you, scribes and Pharisees, hypocrites! For you are like hidden graves, and the men who walk over them don’t know it.”
One of the lawyers answered him, “Teacher, in saying this you insult us also.”
He said,
“Woe to you lawyers also! For you load men with burdens that are difficult to carry, and you yourselves won’t even lift one finger to help carry those burdens.


Woe to you! For you build the tombs of the prophets, and your fathers killed them.


So you testify and consent to the works of your fathers. For they killed them, and you build their tombs.


Therefore also the wisdom of God said, ‘I will send to them prophets and apostles; and some of them they will kill and persecute,


that the blood of all the prophets, which was shed from the foundation of the world, may be required of this generation;


from the blood of Abel to the blood of Zachariah, who perished between the altar and the sanctuary.’ Yes, I tell you, it will be required of this generation.


Woe to you lawyers! For you took away the key of knowledge. You didn’t enter in yourselves, and those who were entering in, you hindered.”

As he said these things to them, the scribes and the Pharisees began to be terribly angry, and to draw many things out of him;
lying in wait for him, and seeking to catch him in something he might say, that they might accuse him.
",last-journey-to-jerusalem,Discourses against the Pharisees and Lawyers
